date,open,high,low,close,pre_close,change,pct_chg,volume,amount,factor,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,industry,l1_name,l2_name,l3_name,up_limit,down_limit,is_st
2009-01-05,32.28,33.49,32.03,33.43,31.85,1.5799999999999983,4.96,1406764.0,7607857.9,6.09,0.007596,0.008365,0.73,12.7684,14.1108,1.7144,3.3082,2.7262,0.0,,368680000.0,185202400.00000003,168175200.0,2024053200.0,1016761176.0,酒店餐饮,社会服务,酒店餐饮,酒店,5.75,4.71,
2009-01-06,33.25,35.75,33.19,35.26,33.43,1.8299999999999983,5.47,2457696.0,13929904.1,6.09,0.0132699999999999,0.014614,1.47,13.4662,14.8818,1.808,3.489,2.8752,0.0,,368680000.0,185202400.00000003,168175200.0,2134657200.0,1072321896.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.04,4.94,
2009-01-07,35.38,36.11,34.59,35.08,35.26,-0.1799999999999997,-0.51,2170296.0,12576003.4,6.09,0.011719,0.012905,1.25,13.3964,14.8047,1.7987,3.4709,2.8603,0.0,,368680000.0,185202400.00000003,168175200.0,2123596800.0,1066765824.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.37,5.21,
2009-01-08,34.65,34.83,32.89,33.49,35.08,-1.5899999999999963,-4.53,1519854.0,8496238.600000001,6.09,0.008206,0.009037,0.85,12.7917,14.1365,1.7175,3.3143,2.7312,0.0,,368680000.0,185202400.00000003,168175200.0,2027740000.0,1018613200.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.34,5.18,
2009-01-09,33.49,34.83,33.49,34.65,33.49,1.1599999999999966,3.46,1378960.0,7782138.100000001,6.09,0.007446,0.0081999999999999,0.79,13.2336,14.6248,1.7768,3.4287,2.8256,0.0,,368680000.0,185202400.00000003,168175200.0,2097789200.0,1053801656.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.05,4.95,
2009-01-12,34.59,35.75,34.16,35.26,34.65,0.6099999999999994,1.76,2026674.0,11668825.5,6.09,0.010943,0.012051,1.13,13.4662,14.8818,1.808,3.489,2.8752,0.0,,368680000.0,185202400.00000003,168175200.0,2134657200.0,1072321896.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.26,5.12,
2009-01-13,34.71,35.2,33.37,33.8,35.26,-1.4600000000000009,-4.14,1200832.0,6785579.2,6.09,0.006484,0.00714,0.63,12.908,14.265,1.7331,3.3444,2.756,0.0,,368680000.0,185202400.00000003,168175200.0,2046174000.0,1027873320.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.37,5.21,
2009-01-14,33.31,35.2,33.31,35.08,33.8,1.2800000000000011,3.79,1390602.0,7880252.6,6.09,0.007509,0.008269,0.84,13.3964,14.8047,1.7987,3.4709,2.8603,0.0,,368680000.0,185202400.00000003,168175200.0,2123596800.0,1066765824.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.11,5.0,
2009-01-15,35.02,36.3,34.59,35.93,35.08,0.8500000000000014,2.42,3334064.0,19571689.1,6.09,0.018002,0.019825,2.22,13.722,15.1646,1.8424,3.5553,2.9298,0.0,,368680000.0,185202400.00000003,168175200.0,2175212000.0,1092694160.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.34,5.18,
2009-01-16,36.54,37.15,36.11,37.15,35.93,1.2199999999999989,3.4,4296487.0,25928078.4,6.09,0.023199,0.025548,2.3,14.1872,15.6786,1.9048,3.6758,3.0292,0.0,,368680000.0,185202400.00000003,168175200.0,2248948000.0,1129734640.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.49,5.31,
2009-01-19,38.12,39.34,36.72,37.39,37.15,0.240000000000002,0.65,4213122.0,26172228.6,6.09,0.022749,0.0250519999999999,1.72,14.2802,15.7814,1.9173,3.6999,3.049,0.0,,368680000.0,185202400.00000003,168175200.0,2263695200.0,1137142736.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.71,5.49,
2009-01-20,36.6,37.33,35.93,37.09,37.39,-0.2999999999999971,-0.8,3559372.0,21487003.700000003,6.09,0.019219,0.021165,1.23,14.1639,15.6529,1.9017,3.6698,3.0242,0.0,,368680000.0,185202400.00000003,168175200.0,2245261200.0,1127882616.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.75,5.53,
2009-01-21,36.54,38.06,36.24,37.82,37.09,0.7299999999999969,1.97,3468899.0,21313942.4,6.09,0.01873,0.020627,1.03,14.443,15.9613,1.9392,3.7421,3.0838,0.0,,368680000.0,185202400.00000003,168175200.0,2289502800.0,1150106904.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.7,5.48,
2009-01-22,38.25,38.55,37.51,38.06,37.82,0.240000000000002,0.63,2343935.0,14594665.2,6.09,0.012656,0.013937,0.62,14.536,16.0642,1.9517,3.7662,3.1036,0.0,,368680000.0,185202400.00000003,168175200.0,2304250000.0,1157515000.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.83,5.59,
2009-01-23,37.82,38.18,37.03,37.09,38.06,-0.9699999999999988,-2.55,2314121.0,14254392.1,6.09,0.012495,0.01376,0.65,14.1639,15.6529,1.9017,3.6698,3.0242,0.0,,368680000.0,185202400.00000003,168175200.0,2245261200.0,1127882616.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.88,5.63,
2009-02-02,37.39,38.73,37.03,38.37,37.09,1.279999999999994,3.45,2847328.0,17790951.6,6.09,0.015374,0.016931,0.9,14.6523,16.1927,1.9673,3.7963,3.1285,0.0,,368680000.0,185202400.00000003,168175200.0,2322684000.0,1166775120.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.7,5.48,
2009-02-03,38.43,41.23,38.06,40.74,38.37,2.3700000000000045,6.18,5735250.0,37545835.400000006,6.09,0.0309669999999999,0.034103,1.97,15.5594,17.1951,2.0891,4.0313,3.3221,0.0,,368680000.0,185202400.00000003,168175200.0,2466469200.0,1239004056.0,酒店餐饮,社会服务,酒店餐饮,酒店,6.93,5.67,
2009-02-04,40.8,44.21,40.56,42.81,40.74,2.0700000000000003,5.08,8790762.0,61983763.8,6.09,0.047466,0.052271,2.63,16.3501,18.069,2.1952,4.2362,3.491,0.0,,368680000.0,185202400.00000003,168175200.0,2591820400.0,1301972872.0,酒店餐饮,社会服务,酒店餐饮,酒店,7.36,6.02,
2009-02-05,44.94,47.08,42.87,43.42,42.81,0.6099999999999994,1.42,12181306.0,90021821.1,6.09,0.065773,0.072432,2.76,16.5827,18.326,2.2265,4.2965,3.5406,0.0,,368680000.0,185202400.00000003,168175200.0,2628688400.0000005,1320493112.0,酒店餐饮,社会服务,酒店餐饮,酒店,7.73,6.33,
2009-02-06,43.48,46.16,43.48,45.67,43.42,2.25,5.18,9479993.0,69866519.7,6.09,0.0511869999999999,0.0563699999999999,1.49,17.4432,19.277,2.342,4.5194,3.7244,0.0,,368680000.0,185202400.00000003,168175200.0,2765100000.0,1389018000.0,酒店餐饮,社会服务,酒店餐饮,酒店,7.84,6.42,
2009-02-09,46.59,48.66,45.25,48.11,45.67,2.4399999999999977,5.34,10883494.0,84091449.7,6.09,0.058765,0.064715,1.39,18.3735,20.3051,2.4669,4.7605,3.923,0.0,,368680000.0,185202400.00000003,168175200.0,2912572000.0,1463098960.0,酒店餐饮,社会服务,酒店餐饮,酒店,8.25,6.75,
2009-02-10,47.81,50.67,46.59,50.3,48.11,2.1899999999999977,4.55,7585058.0,60532246.5,6.09,0.040956,0.045102,0.81,19.2108,21.2304,2.5793,4.9774,4.1018,0.0,,368680000.0,185202400.00000003,168175200.0,3045296800.0,1529771824.0,酒店餐饮,社会服务,酒店餐饮,酒店,8.69,7.11,
2009-02-11,48.72,52.92,48.72,51.1,50.3,0.8000000000000043,1.59,7913133.0,66624437.00000001,6.09,0.042727,0.047053,0.81,19.5132,21.5645,2.6199,5.0557,4.1663,0.0,,368680000.0,185202400.00000003,168175200.0,3093225200.0,1553848136.0,酒店餐饮,社会服务,酒店餐饮,酒店,9.09,7.43,
2009-02-12,51.03,56.21,50.97,56.21,51.1,5.109999999999999,10.0,9762279.0,85932126.69999999,6.09,0.0527109999999999,0.058048,1.02,21.4668,23.7235,2.8822,5.5619,4.5835,0.0,,368680000.0,185202400.00000003,168175200.0,3402916400.0,1709418152.0,酒店餐饮,社会服务,酒店餐饮,酒店,9.23,7.55,
2009-02-13,55.78,60.29,55.42,56.52,56.21,0.3100000000000023,0.55,10481471.0,97975269.4,6.09,0.056595,0.062325,1.15,21.5831,23.8521,2.8978,5.5921,4.6083,0.0,,368680000.0,185202400.00000003,168175200.0,3421350400.0,1718678272.0,酒店餐饮,社会服务,酒店餐饮,酒店,10.15,8.31,
