date,open,high,low,close,pre_close,change,pct_chg,volume,amount,factor,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,industry,l1_name,l2_name,l3_name,up_limit,down_limit,is_st
2009-01-05,14.95,15.17,14.7,15.17,14.62,0.5500000000000007,3.76,11859078.0,48358089.1,3.674,0.0158969999999999,0.020456,0.99,18.6219,17.1257,2.5222,2.2018,1.4857,0.0,,1038810028.0,746015183.0,579726850.0,4290285416.0,3081042706.0,电气设备,电力设备,电池,电池化学品,4.38,3.58,
2009-01-06,15.06,15.91,14.95,15.76,15.17,0.5899999999999999,3.89,18866118.0,79611160.9,3.674,0.025289,0.032543,1.6,19.3434,17.7891,2.6199,2.2872,1.5433,0.0,,1038810028.0,746015183.0,579726850.0,4456495020.0,3200405135.0,电气设备,电力设备,电池,电池化学品,4.54,3.72,
2009-01-07,15.83,16.06,15.54,15.65,15.76,-0.1099999999999994,-0.7,15333043.0,65726572.400000006,3.674,0.020553,0.0264489999999999,1.12,19.2081,17.6647,2.6016,2.2712,1.5325,0.0,,1038810028.0,746015183.0,579726850.0,4425330719.0,3178024680.0,电气设备,电力设备,电池,电池化学品,4.72,3.86,
2009-01-08,15.36,15.61,14.92,15.14,15.65,-0.5099999999999998,-3.26,13091369.0,54422344.0,3.674,0.0175479999999999,0.022582,0.92,18.5768,17.0842,2.5161,2.1965,1.4821,0.0,,1038810028.0,746015183.0,579726850.0,4279897315.0,3073582554.0,电气设备,电力设备,电池,电池化学品,4.69,3.83,
2009-01-09,15.17,15.95,15.1,15.69,15.14,0.5499999999999989,3.63,15319869.0,64777899.5,3.674,0.020536,0.0264259999999999,1.08,19.2532,17.7062,2.6077,2.2765,1.5361,0.0,,1038810028.0,746015183.0,579726850.0,4435718820.0,3185484831.0,电气设备,电力设备,电池,电池化学品,4.53,3.71,
2009-01-12,15.58,16.31,15.32,16.24,15.69,0.5499999999999989,3.51,28966837.0,126437501.2,3.674,0.0388289999999999,0.0499659999999999,1.94,19.9295,18.3282,2.6993,2.3565,1.5901,0.0,,1038810028.0,746015183.0,579726850.0,4591540324.0,3297387109.0,电气设备,电力设备,电池,电池化学品,4.7,3.84,
2009-01-13,16.17,16.9,15.98,16.42,16.24,0.1800000000000032,1.11,40257992.0,180802741.0,3.674,0.053964,0.069443,2.2,20.155,18.5355,2.7298,2.3831,1.608,0.0,,1038810028.0,746015183.0,579726850.0,4643480825.0,3334687868.0,电气设备,电力设备,电池,电池化学品,4.86,3.98,
2009-01-14,16.42,17.52,16.2,17.3,16.42,0.879999999999999,5.36,41072543.0,190623686.4,3.674,0.055056,0.070848,1.82,21.2371,19.5307,2.8764,2.5111,1.6944,0.0,,1038810028.0,746015183.0,579726850.0,4892795232.0,3513731512.0,电气设备,电力设备,电池,电池化学品,4.92,4.02,
2009-01-15,17.08,19.03,16.97,18.33,17.3,1.0299999999999976,5.95,117692262.0,597016288.3000001,3.674,0.1577609999999999,0.203013,4.24,22.4996,20.6918,3.0474,2.6603,1.7951,0.0,,1038810028.0,746015183.0,579726850.0,5183662040.0,3722615763.0,电气设备,电力设备,电池,电池化学品,5.18,4.24,
2009-01-16,18.37,20.17,18.26,19.47,18.33,1.1400000000000006,6.22,122468406.0,644694071.6,3.674,0.164163,0.211252,2.52,23.8974,21.9772,3.2367,2.8256,1.9066,0.0,,1038810028.0,746015183.0,579726850.0,5505693148.000001,3953880470.0,电气设备,电力设备,电池,电池化学品,5.49,4.49,
