date,open,high,low,close,pre_close,change,pct_chg,volume,amount,factor,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,industry,l1_name,l2_name,l3_name,up_limit,down_limit,is_st
2009-01-05,343.62,349.72,341.47,348.65,339.67,8.979999999999961,2.64,34082718.0,327584247.0,35.906,0.01224,0.017166,1.21,11.3792,7.3667,1.7881,2.7901,2.188,0.002654,0.002654,3105433762.0,2784605731.0,1985450997.0,30153761829.0,27038521648.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.41,8.51,
2009-01-06,351.88,374.5,349.37,369.83,348.65,21.180000000000007,6.07,63533035.0,644107979.1999999,35.906,0.022816,0.031999,2.2,12.0706,7.8143,1.8968,2.9596,2.3209,0.002502,0.002502,3105433762.0,2784605731.0,1985450997.0,31985967749.0,28681439029.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.68,8.74,
2009-01-07,366.24,373.42,358.7,358.7,369.83,-11.129999999999995,-3.01,61196035.0,622328637.9,35.906,0.021977,0.030822,1.69,11.7073,7.5791,1.8397,2.8705,2.251,0.00258,0.00258,3105433762.0,2784605731.0,1985450997.0,31023283282.0,27818211253.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,11.33,9.27,
2009-01-08,350.08,350.44,341.11,344.7,358.7,-14.0,-3.9,39257246.0,379270679.8,35.906,0.014098,0.019772,0.91,11.2503,7.2832,1.7679,2.7585,2.1632,0.002684,0.002684,3105433762.0,2784605731.0,1985450997.0,29812164115.0,26732215018.000004,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.99,8.99,
2009-01-09,344.7,356.55,344.7,353.67,344.7,8.970000000000027,2.6,60445727.0,589480466.8000001,35.906,0.021707,0.030444,1.37,11.5433,7.4729,1.8139,2.8303,2.2195,0.002616,0.002616,3105433762.0,2784605731.0,1985450997.0,30588522556.0,27428366450.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.56,8.64,
2009-01-12,351.16,361.93,347.21,354.03,353.67,0.3599999999999568,0.1,41548041.0,409864340.7,35.906,0.014921,0.020926,0.8,11.555,7.4805,1.8158,2.8332,2.2218,0.002614,0.002614,3105433762.0,2784605731.0,1985450997.0,30619576893.000004,27456212508.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.84,8.87,
2009-01-13,318.85,345.77,318.85,340.03,354.03,-14.0,-3.95,173070799.0,1592403501.9,35.906,0.062153,0.08717,3.25,11.0979,7.1846,1.7439,2.7211,2.1339,0.002721,0.002721,3105433762.0,2784605731.0,1985450997.0,29408457726.0,26370216273.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.85,8.87,
2009-01-14,333.93,368.04,333.93,366.24,340.03,26.21000000000004,7.71,76532472.0,752488585.9,35.906,0.027484,0.038547,1.02,11.9534,7.7384,1.8784,2.9309,2.2984,0.002526,0.002526,3105433762.0,2784605731.0,1985450997.0,31675424372.0,28402978456.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.42,8.52,
2009-01-15,359.42,380.6,357.98,369.83,366.24,3.589999999999975,0.98,89501439.0,928498894.5,35.906,0.032142,0.045079,1.14,12.0706,7.8143,1.8968,2.9596,2.3209,0.002502,0.002502,3105433762.0,2784605731.0,1985450997.0,31985967749.0,28681439029.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,11.22,9.18,
2009-01-16,371.27,392.81,371.27,381.32,369.83,11.490000000000007,3.11,66437035.0,710657382.1,35.906,0.0238589999999999,0.033462,0.75,12.4456,8.057,1.9557,3.0516,2.393,0.002426,0.002426,3105433762.0,2784605731.0,1985450997.0,32979706552.0,29572512863.0,银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,11.33,9.27,
